,BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,Entrance,lng,lat,Entrance_Type,All_Election_Districts
1246,BRONX,A,Walker Memorial Church Hall,X0019,120 East 169 Street Bronx 10452,-73.917075,40.836707,Voter,"[4, 3, 2, 5, 82]"
1247,BRONX,A,Walker Memorial Church Hall,X0019,Right of Main Entrance on 169th Street Bronx 10452,-73.9230941,40.8393984,Handicap,"[4, 3, 2, 5, 82]"
1248,BROOKLYN,A,Saratoga Village,11633,940 Hancock Street Brooklyn 11233,-73.917286,40.686187,Voter,"[109, 112, 7, 10]"
1249,BROOKLYN,A,Saratoga Village,11633,940 Hancock Street Brooklyn 11233,-73.917286,40.686187,Handicap,"[109, 112, 7, 10]"
1250,BROOKLYN,A,Raices Times Plaza Senior Center,11430,460 Atlantic Avenue Brooklyn 11217,-73.983033,40.686063,Voter,"[31, 27]"
1251,BROOKLYN,A,Raices Times Plaza Senior Center,11430,460 Atlantic Avenue Brooklyn 11217,-73.983033,40.686063,Handicap,"[31, 27]"
1252,BRONX,A,Council Towers,11759,777 Co-op City Boulevard Bronx 10475,-73.828067,40.879018,Voter,"[93, 109, 94, 105, 106]"
1253,BRONX,A,Council Towers,11759,Door left of main entrance Bronx 10475,-73.83,40.87,Handicap,"[93, 109, 94, 105, 106]"
1254,QUEENS,A,Blessed Trinity Church,Q0106,204-25 Rockaway Point Boulevard Breezy Point 11697,-73.914364,40.560615,Voter,"[4, 2, 3, 1]"
1255,QUEENS,A,Blessed Trinity Church,Q0106,204-25 Rockaway Point Boulevard Breezy Point 11697,-73.914364,40.560615,Handicap,"[4, 2, 3, 1]"
1256,BROOKLYN,A,Carmine Carro Community Center,11442,3000 Fillmore Avenue Brooklyn 11234,-73.93467,40.60591,Voter,"[18, 14, 38, 37, 35]"
1257,BROOKLYN,A,Carmine Carro Community Center,11442,3000 Fillmore Avenue Brooklyn 11234,-73.93467,40.60591,Handicap,"[18, 14, 38, 37, 35]"
1258,BROOKLYN,A,PS 329,10048,2929 West 30 Street Brooklyn 11224,-73.996092,40.574791,Voter,"[32, 9, 10, 12]"
1259,BROOKLYN,A,PS 329,10048,Enter on West 29 St exit 1 Brooklyn 11224,-84.2539813003493,49.4515636581,Handicap,"[32, 9, 10, 12]"
1260,BROOKLYN,A,PS 38,B0247,450 Pacific Street Brooklyn 11217,-73.982632,40.685094,Voter,"[32, 33, 109, 126]"
1261,BROOKLYN,A,PS 38,B0247,Enter on Dean Street Brooklyn 11217,-73.98,40.68,Handicap,"[32, 33, 109, 126]"
1262,BROOKLYN,A,Flatbush  Public Library,11412,22 Linden Boulevard Brooklyn 11226,-73.958239,40.652026,Voter,"[9, 83]"
1263,BROOKLYN,A,Flatbush  Public Library,11412,22 Linden Boulevard Brooklyn 11226,-73.958239,40.652026,Handicap,"[9, 83]"
1264,BRONX,A,Our Lady Of Assumption School,11676,1617 Parkview Avenue Bronx 10461,-73.827155,40.845442,Voter,"[38, 39]"
1265,BRONX,A,Our Lady Of Assumption School,11676,Gym Entrance On Middletown Road Bronx 10461,-73.83,40.85,Handicap,"[38, 39]"
1266,BROOKLYN,A,Unity Plaza Comm Ctr,10043,576 Blake Avenue Brooklyn 11207,-73.897644,40.666863,Voter,"[39, 41, 40]"
1267,BROOKLYN,A,Unity Plaza Comm Ctr,10043,576 Blake Avenue Brooklyn 11207,-73.897644,40.666863,Handicap,"[39, 41, 40]"
1268,MANHATTAN,A,Lesbian And Gay Center,10119,208 West 13 Street New York 10011,-74.00103,40.738123,Voter,"[3, 88, 4, 83, 89, 84]"
1269,MANHATTAN,A,Lesbian And Gay Center,10119,208 West 13 Street New York 10011,-74.00103,40.738123,Handicap,"[3, 88, 4, 83, 89, 84]"
1270,MANHATTAN,A,Henry Brooks Senior House,10407,304 West 154 Street New York 10039,-73.938483,40.828652,Voter,[23]
1271,MANHATTAN,A,Henry Brooks Senior House,10407,304 West 154 Street New York 10039,-73.938483,40.828652,Handicap,[23]
1272,BROOKLYN,A,Urban Assembly School for Law & Justice,B0166,283 Adams Street Brooklyn 11201,-73.988502,40.694723,Voter,"[25, 23, 3, 115]"
1273,BROOKLYN,A,Urban Assembly School for Law & Justice,B0166,283 Adams Street Brooklyn 11201,-73.988502,40.694723,Handicap,"[25, 23, 3, 115]"
1274,BROOKLYN,A,Quincy Senior Residences,11675,625 Quincy Street Brooklyn 11221,-73.934081,40.68902,Voter,"[22, 23]"
1275,BROOKLYN,A,Quincy Senior Residences,11675,625 Quincy Street Brooklyn 11221,-73.934081,40.68902,Handicap,"[22, 23]"
1276,MANHATTAN,A,JHS 118,M0326,154 West 93 Street New York 10025,-73.970853,40.791593,Voter,"[32, 18, 20, 29, 30, 28, 19, 21, 114, 35, 87, 31]"
1277,MANHATTAN,A,JHS 118,M0326,W. 93rd Street (To the right of the School's Main Entrance) New York 10025,-73.97,40.8,Handicap,"[32, 18, 20, 29, 30, 28, 19, 21, 114, 35, 87, 31]"
1278,BRONX,A,Jaime Towers,X0077,2050 Seward Avenue Bronx 10473,-73.853466,40.820087,Voter,"[81, 87, 89, 88, 71]"
1279,BRONX,A,Jaime Towers,X0077,2050 Seward Avenue Bronx 10473,-73.853466,40.820087,Handicap,"[81, 87, 89, 88, 71]"
1280,MANHATTAN,A,Rutgers Presbyterian,10750,236 West 73 Street New York 10023,-73.982239,40.779649,Voter,"[65, 60]"
1281,MANHATTAN,A,Rutgers Presbyterian,10750,236 West 73 Street New York 10023,-73.982239,40.779649,Handicap,"[65, 60]"
1282,BROOKLYN,A,PS 401,B0263,51 Christopher Avenue Brooklyn 11212,-73.906325,40.672115,Voter,"[37, 57, 5, 55, 38]"
1283,BROOKLYN,A,PS 401,B0263,Enter on Glenmore Avenue Brooklyn 11212,-73.91,40.66,Handicap,"[37, 57, 5, 55, 38]"
1284,MANHATTAN,A,St. Jean Baptiste High School,11634,173 East 75 Street New York 10021,-73.959934,40.77214,Voter,"[66, 105, 64, 62, 63, 67, 29, 104]"
1285,MANHATTAN,A,St. Jean Baptiste High School,11634,175 East 75 Street New York 10021,-73.959695,40.772027,Handicap,"[66, 105, 64, 62, 63, 67, 29, 104]"
1286,BROOKLYN,A,PS 238,B0081,1633 East 8 Street Brooklyn 11223,-73.964854,40.608664,Voter,"[6, 11, 9, 4, 50, 10]"
1287,BROOKLYN,A,PS 238,B0081,In back of building on East 9 Street Brooklyn 11223,-73.97,40.6,Handicap,"[6, 11, 9, 4, 50, 10]"
1288,QUEENS,A,PS 168 JHS,Q0073,158-40 76 Road Fresh Meadows 11366,-73.808546,40.724521,Voter,"[70, 30, 69, 6]"
1289,QUEENS,A,PS 168 JHS,Q0073,158-40 76th Road Fresh Meadows 11366,-73.808546,40.724521,Handicap,"[70, 30, 69, 6]"
1290,MANHATTAN,A,Local 802,10279,322 West 48 Street New York 10036,-73.988106,40.761387,Voter,"[84, 65, 76, 115]"
1291,MANHATTAN,A,Local 802,10279,322 West 48 Street New York 10036,-73.988106,40.761387,Handicap,"[84, 65, 76, 115]"
1292,BRONX,A,Justice Sonia Sotomayor Community Center,11146,1000 Rosedale Avenue Bronx 10472,-73.867467,40.825516,Voter,"[35, 31, 29, 28, 30]"
1293,BRONX,A,Justice Sonia Sotomayor Community Center,11146,1000 Rosedale Avenue Bronx 10472,-73.867467,40.825516,Handicap,"[35, 31, 29, 28, 30]"
1294,MANHATTAN,A,Lower East Side Girls Club,11657,402 East 8 Street New York 10009,-73.97722,40.72418,Voter,"[24, 22]"
1295,MANHATTAN,A,Lower East Side Girls Club,11657,402 East 8th Street New York 10009,-73.97722,40.72418,Handicap,"[24, 22]"
1296,MANHATTAN,A,PS 47(The ASL and English Lower School),M0128,225 East 23 Street New York 10010,-73.98133,40.738247,Voter,"[63, 64, 66, 65, 98]"
1297,MANHATTAN,A,PS 47(The ASL and English Lower School),M0128,23rd Street New York 10010,-73.9821434,40.7382375,Handicap,"[63, 64, 66, 65, 98]"
1298,BROOKLYN,A,PS 185,B0355,8601 Ridge Boulevard Brooklyn 11209,-74.033688,40.623667,Voter,"[78, 50, 56, 53, 57]"
1299,BROOKLYN,A,PS 185,B0355,86th Street through school yard Brooklyn 11209,-74.0279795,40.622403500000004,Handicap,"[78, 50, 56, 53, 57]"
1300,BROOKLYN,A,Kings Adult Center,10674,2255 Cropsey Avenue Brooklyn 11214,-73.996769,40.596039,Voter,"[38, 61, 60, 62]"
1301,BROOKLYN,A,Kings Adult Center,10674,2255 Cropsey Avenue Brooklyn 11214,-73.996769,40.596039,Handicap,"[38, 61, 60, 62]"
1302,QUEENS,A,PS 219-Paul Klapper,Q0051,144-39 Gravett Road Flushing 11367,-73.823584,40.735854,Voter,"[63, 27, 43, 64, 89]"
1303,QUEENS,A,PS 219-Paul Klapper,Q0051,144-39 Gravett Road Flushing 11367,-73.823584,40.735854,Handicap,"[63, 27, 43, 64, 89]"
1304,MANHATTAN,A,Amalgamated Dwelling,M0249,504A Grand Street New York 10002,-73.982331,40.714784,Voter,"[48, 51]"
1305,MANHATTAN,A,Amalgamated Dwelling,M0249,504 Grand Street New York 10002,-73.982331,40.714784,Handicap,"[48, 51]"
1306,BROOKLYN,A,JASA Comm Ctr,10047,161 Corbin Place Brooklyn 11235,-73.953968,40.577665,Voter,[66]
1307,BROOKLYN,A,JASA Comm Ctr,10047,161 Corbin Place Brooklyn 11235,-73.953968,40.577665,Handicap,[66]
1308,QUEENS,A,Francis Lewis HS,Q0206,58-20 Utopia Parkway Fresh Meadows 11365,-73.793102,40.740976,Voter,"[41, 43]"
1309,QUEENS,A,Francis Lewis HS,Q0206,58-20 Utopia Parkway Fresh Meadows 11365,-73.793102,40.740976,Handicap,"[41, 43]"
1310,BROOKLYN,A,PS 346,B0059,1400 Pennsylvania Avenue Brooklyn 11239,-73.881451,40.647065,Voter,"[77, 5, 78, 4, 17, 76]"
1311,BROOKLYN,A,PS 346,B0059,1400 Pennsylvania Avenue Brooklyn 11239,-73.881451,40.647065,Handicap,"[77, 5, 78, 4, 17, 76]"
1312,BROOKLYN,A,Williamsburg Comm Ctr,11406,195 Graham Avenue Brooklyn 11206,-73.943825,40.709163,Voter,"[17, 22, 30, 16]"
1313,BROOKLYN,A,Williamsburg Comm Ctr,11406,195 Graham Avenue Brooklyn 11206,-73.943825,40.709163,Handicap,"[17, 22, 30, 16]"
1314,MANHATTAN,A,Phelps House,11487,595 Columbus Avenue New York 10024,-73.970761,40.787989,Voter,"[85, 13, 14, 16, 15]"
1315,MANHATTAN,A,Phelps House,11487,595 Columbus Avenue New York 10024,-73.970761,40.787989,Handicap,"[85, 13, 14, 16, 15]"
1316,BROOKLYN,A,Patrick E Gorman Housing Co Inc.,B0056,1381 Linden Boulevard Brooklyn 11212,-73.90921,40.654725,Voter,"[69, 66, 68]"
1317,BROOKLYN,A,Patrick E Gorman Housing Co Inc.,B0056,1381 Linden Boulevard Brooklyn 11212,-73.90921,40.654725,Handicap,"[69, 66, 68]"
1318,MANHATTAN,A,3333 Broadway,M0324,3333A Broadway New York 10031,-73.956352,40.819473,Voter,"[79, 81, 71, 72]"
1319,MANHATTAN,A,3333 Broadway,M0324,Riverside Drive New York 10031,-73.965254,40.806199,Handicap,"[79, 81, 71, 72]"
1320,MANHATTAN,A,Gen Grant Houses III,10523,1315 Amsterdam Avenue New York 10027,-73.956275,40.812477,Voter,[101]
1321,MANHATTAN,A,Gen Grant Houses III,10523,1315 Amsterdam Avenue New York 10027,-73.956275,40.812477,Handicap,[101]
1322,BROOKLYN,A,Lenox Road Baptist Church,11418,1356 Nostrand Avenue Brooklyn 11226,-73.95004,40.653627,Voter,"[33, 29, 31, 30]"
1323,BROOKLYN,A,Lenox Road Baptist Church,11418,1356 Nostrand Avenue Brooklyn 11226,-73.95004,40.653627,Handicap,"[33, 29, 31, 30]"
1324,MANHATTAN,A,William O'Shea Campus,M0049,100 West 77 Street New York 10024,-73.977936,40.781131,Voter,"[64, 63, 67, 71, 70, 69]"
1325,MANHATTAN,A,William O'Shea Campus,M0049,West 77th Street (Through Schoolyard) New York 10024,-73.974891,40.78028,Handicap,"[64, 63, 67, 71, 70, 69]"
1326,BROOKLYN,A,PS 62 JHS,B0307,700 Cortelyou Road Brooklyn 11218,-73.97124,40.638574,Voter,"[35, 40, 42, 43, 47, 37, 9, 44, 41, 39]"
1327,BROOKLYN,A,PS 62 JHS,B0307,700 Courtelyou Road (Entrance on East 7 Street) Brooklyn 11218,-73.97179,40.63858,Handicap,"[35, 40, 42, 43, 47, 37, 9, 44, 41, 39]"
1328,BROOKLYN,A,PS 128,B0349,2075 84 Street Brooklyn 11214,-73.99528,40.604818,Voter,"[63, 17, 12, 18, 64, 19, 11, 65, 16]"
1329,BROOKLYN,A,PS 128,B0349,2075 84th Street Brooklyn 11214,-73.99528,40.604818,Handicap,"[63, 17, 12, 18, 64, 19, 11, 65, 16]"
1330,MANHATTAN,A,Community Health Academy of The Heights,11474,504 West 158 Street New York 10032,-73.942262,40.833606,Voter,"[93, 45, 43, 57, 50, 53, 52, 108, 96]"
1331,MANHATTAN,A,Community Health Academy of The Heights,11474,504 West 158 Street New York 10032,-73.942262,40.833606,Handicap,"[93, 45, 43, 57, 50, 53, 52, 108, 96]"
1332,BROOKLYN,A,St. Brendan Senior Apartments L.P.,10062,1215 Avenue O Brooklyn 11230,-73.961506,40.612839,Voter,"[3, 1, 5]"
1333,BROOKLYN,A,St. Brendan Senior Apartments L.P.,10062,1215 Avenue O Brooklyn 11230,-73.961506,40.612839,Handicap,"[3, 1, 5]"
1334,QUEENS,A,PS 120-Queens,Q0205,58-01 136 Street Flushing 11355,-73.829166,40.745233,Voter,"[68, 49, 48]"
1335,QUEENS,A,PS 120-Queens,Q0205,Side entrance through school yard off 58 Ave Flushing 11355,-73.836887,40.770028,Handicap,"[68, 49, 48]"
1336,BROOKLYN,A,PS 95,00050,345 Van Sicklen Street Brooklyn 11223,-73.975037,40.595588,Voter,"[21, 51, 35, 32, 33, 34, 55]"
1337,BROOKLYN,A,PS 95,00050,In back of building on Gravesend Neck Rd Brooklyn 11223,-73.9651,40.5976,Handicap,"[21, 51, 35, 32, 33, 34, 55]"
1338,MANHATTAN,A,Rutgers House,10393,200 Madison Street New York 10002,-73.99059,40.71234,Voter,"[33, 35]"
1339,MANHATTAN,A,Rutgers House,10393,200 Madison Street New York 10002,-73.99059,40.71234,Handicap,"[33, 35]"
1340,BROOKLYN,A,PS 153,B0106,1970 Homecrest Avenue Brooklyn 11229,-73.959899,40.601184,Voter,"[27, 23, 14, 22, 76]"
1341,BROOKLYN,A,PS 153,B0106,Enter through school yard to right side of main entrance Brooklyn 11229,-73.96,40.6,Handicap,"[27, 23, 14, 22, 76]"
1342,BROOKLYN,A,Borough Park  Public Library,10051,1265 43rd Street Brooklyn 11219,-73.98912,40.638814,Voter,"[15, 11]"
1343,BROOKLYN,A,Borough Park  Public Library,10051,1265  43rd Street Brooklyn 11219,-73.98912,40.638814,Handicap,"[15, 11]"
1344,BRONX,A,PS 310 (PS 122) Marble Hill,X0104,260 West Kingsbridge Road Bronx 10463,-73.905311,40.872711,Voter,"[66, 51, 20, 9, 53, 50, 8]"
1345,BRONX,A,PS 310 (PS 122) Marble Hill,X0104,260 West Kingsbridge Road (Close to Heath Ave) Bronx 10463,-73.905311,40.872711,Handicap,"[66, 51, 20, 9, 53, 50, 8]"
1346,BROOKLYN,A,PS 251,B0020,1037 East 54 Street Brooklyn 11234,-73.924164,40.631499,Voter,"[1, 21, 38, 17, 40, 37, 49, 18, 87]"
1347,BROOKLYN,A,PS 251,B0020,In back of building on East 55th Street Brooklyn 11234,-73.92,40.61,Handicap,"[1, 21, 38, 17, 40, 37, 49, 18, 87]"
1348,MANHATTAN,A,Castle Gardens,11479,625 West 140 Street New York 10031,-73.914213,40.80733,Voter,"[1, 4, 3]"
1349,MANHATTAN,A,Castle Gardens,11479,625 West 140 Street New York 10031,-73.914213,40.80733,Handicap,"[1, 4, 3]"
1350,BROOKLYN,A,PS/IS 262,B0260,500 Macon Street Brooklyn 11233,-73.929695,40.683245,Voter,"[21, 42, 43, 47, 49, 45, 90]"
1351,BROOKLYN,A,PS/IS 262,B0260,Malcolm X Boulevard Brooklyn 11233,-73.928886,40.680759,Handicap,"[21, 42, 43, 47, 49, 45, 90]"
1352,QUEENS,A,PS 234,10864,30-15 29 Street Astoria 11102,-73.923337,40.767032,Voter,"[17, 20, 7, 13, 8, 18, 77, 73]"
1353,QUEENS,A,PS 234,10864,30-15 29 Street Astoria 11102,-73.923337,40.767032,Handicap,"[17, 20, 7, 13, 8, 18, 77, 73]"
1354,MANHATTAN,A,Boys & Girls Republic,11197,888 East 6 Street New York 10009,-73.976244,40.722073,Voter,"[14, 26]"
1355,MANHATTAN,A,Boys & Girls Republic,11197,888 East 6 Street New York 10009,-73.976244,40.722073,Handicap,"[14, 26]"
1356,BRONX,A,MS 301 (PS 120) Paul L. Dunbar,X0205,890 Cauldwell Avenue Bronx 10456,-73.90722,40.822084,Voter,"[53, 52, 50, 51, 45, 89, 57, 84]"
1357,BRONX,A,MS 301 (PS 120) Paul L. Dunbar,X0205,Entrance is thru school yard on Trinity Ave Bronx 10456,-84.2539813003493,49.4515636581,Handicap,"[53, 52, 50, 51, 45, 89, 57, 84]"
1358,BRONX,A,PS 15 Institute for Environmental Learning,10546,2195 Andrews Avenue North Bronx 10453,-73.909871,40.858949,Voter,"[61, 19, 12, 18]"
1359,BRONX,A,PS 15 Institute for Environmental Learning,10546,2195 Andrews Avenue Bronx 10453,-73.909871,40.858949,Handicap,"[61, 19, 12, 18]"
1360,QUEENS,A,PS 95-Eastwood,Q0088,179-01 90 Avenue Jamaica 11432,-73.783193,40.710874,Voter,"[72, 16, 15, 10, 9]"
1361,QUEENS,A,PS 95-Eastwood,Q0088,179-01 90 Avenue Jamaica 11432,-73.783193,40.710874,Handicap,"[72, 16, 15, 10, 9]"
1362,QUEENS,A,JHS 185-Edward Bleeker,Q0056,147-26 25 Drive Flushing 11354,-73.8185,40.775122,Voter,"[14, 13, 4, 3, 17, 7, 2, 15]"
1363,QUEENS,A,JHS 185-Edward Bleeker,Q0056,147-26 25 Drive Flushing 11354,-73.8185,40.775122,Handicap,"[14, 13, 4, 3, 17, 7, 2, 15]"
1364,QUEENS,A,Corona Arts and Sciences Academy,11635,98-11 44 Avenue Corona 11368,-73.86468,40.74608,Voter,"[54, 2]"
1365,QUEENS,A,Corona Arts and Sciences Academy,11635,98-11 44 Avenue Corona 11368,-73.86468,40.74608,Handicap,"[54, 2]"
1366,BROOKLYN,A,PS 73,B0135,251 MacDougal Street Brooklyn 11233,-73.910372,40.680456,Voter,"[18, 24, 19, 111]"
1367,BROOKLYN,A,PS 73,B0135,Enter on Rockaway Avenue Brooklyn 11233,-73.93,40.68,Handicap,"[18, 24, 19, 111]"
1368,QUEENS,A,PS 215 - Lucretia Mott,Q0197,5-35 Briar Place Far Rockaway 11691,-73.758198,40.599558,Voter,"[79, 51, 54, 53, 52, 34]"
1369,QUEENS,A,PS 215 - Lucretia Mott,Q0197,Rear Of School off Brookhaven Avenue Far Rockaway 11691,-73.7571649,40.5999671,Handicap,"[79, 51, 54, 53, 52, 34]"
1370,MANHATTAN,A,NYU The Palladium,11287,133 East 13 Street New York 10003,-73.98911,40.7333,Voter,"[43, 55, 55, 54, 58, 59, 38, 51]"
1371,MANHATTAN,A,NYU The Palladium,11287,133 East 13th Street New York 10003,-73.98911,40.7333,Handicap,"[43, 55, 55, 54, 58, 59, 38, 51]"
1372,MANHATTAN,A,Jackie Robinson Recreation Center (Parks),11530,85 Bradhurst Avenue New York 10039,-73.942437,40.824132,Voter,"[11, 102, 94, 107]"
1373,MANHATTAN,A,Jackie Robinson Recreation Center (Parks),11530,85 Bradhurst Avenue New York 10039,-73.942437,40.824132,Handicap,"[11, 102, 94, 107]"
1374,MANHATTAN,A,Henry J. Carter,11514,1752 Park Avenue New York 10035,-73.940769,40.803124,Voter,"[82, 80]"
1375,MANHATTAN,A,Henry J. Carter,11514,1752 Park Avenue New York 10035,-73.940769,40.803124,Handicap,"[82, 80]"
1376,QUEENS,A,High School for Arts and Business,11636,105-25 Horace Harding Expressway North Corona 11368,-73.853002,40.737549,Voter,"[54, 29, 22, 21]"
1377,QUEENS,A,High School for Arts and Business,11636,GRANGER ST between WESTSIDE AVE and HORACE HARDING EXPY Corona 11368,-73.73,40.76,Handicap,"[54, 29, 22, 21]"
1378,STATEN IS,A,PS 42 Eltingville,10181,380 Genesee Avenue Staten Island 10312,-74.169425,40.552352,Voter,"[4, 44, 45, 47, 62, 5, 6, 86]"
1379,STATEN IS,A,PS 42 Eltingville,10181,47 Augusta Avenue Staten Island 10312,-74.169835,40.551748,Handicap,"[4, 44, 45, 47, 62, 5, 6, 86]"
1380,BROOKLYN,A,Liberty Houses,11428,902 Liberty Avenue Brooklyn 11208,-73.87627,40.67716,Voter,[67]
1381,BROOKLYN,A,Liberty Houses,11428,902 Liberty Avenue Brooklyn 11208,-73.87627,40.67716,Handicap,[67]
1382,MANHATTAN,A,1619 3rd Avenue,M0070,1619 3 Avenue New York 10128,-73.951377,40.781664,Voter,"[90, 91]"
1383,MANHATTAN,A,1619 3rd Avenue,M0070,Entrance on East 90th Street New York 10128,-73.9508895,40.7807566,Handicap,"[90, 91]"
1384,BRONX,A,IS 217 (IS 116) School of Performing Arts,10078,977 Fox Street Bronx 10459,-73.894038,40.822084,Voter,"[43, 48, 47, 44, 45]"
1385,BRONX,A,IS 217 (IS 116) School of Performing Arts,10078,Accessible Entrance on Tiffany Street Bronx 10459,-73.8918609,40.8159833,Handicap,"[43, 48, 47, 44, 45]"
1386,BROOKLYN,A,Downstate SUNY Medical Ctr,11244,691 92nd Street Brooklyn 11228,-74.02321,40.61534,Voter,[72]
1387,BROOKLYN,A,Downstate SUNY Medical Ctr,11244,9036 - 7th Avenue Brooklyn 11228,-74.022828,40.615137,Handicap,[72]
1388,MANHATTAN,A,CUNY Graduate and University Center,10799,365 5 Avenue New York 10016,-73.984126,40.748724,Voter,"[6, 58]"
1389,MANHATTAN,A,CUNY Graduate and University Center,10799,365 5 Avenue New York 10016,-73.984126,40.748724,Handicap,"[6, 58]"
1390,QUEENS,A,Peninsula Library,Q0296,92-25 Rockaway Beach Boulevard Far Rockaway 11693,-73.816131,40.585941,Voter,"[20, 30, 19, 87, 31]"
1391,QUEENS,A,Peninsula Library,Q0296,92-25 Rockaway Beach Boulevard Far Rockaway 11693,-73.816131,40.585941,Handicap,"[20, 30, 19, 87, 31]"
1392,BROOKLYN,A,PS 277,B0147,2529 Gerritsen Avenue Brooklyn 11229,-73.928553,40.596181,Voter,"[36, 42, 46, 43, 88]"
1393,BROOKLYN,A,PS 277,B0147,Right of the Main Entrance (Ramp) Brooklyn 11229,-73.96,40.6,Handicap,"[36, 42, 46, 43, 88]"
1394,BROOKLYN,A,IS 292,B0179,300 Wyona Street Brooklyn 11207,-73.892928,40.671444,Voter,"[13, 3]"
1395,BROOKLYN,A,IS 292,B0179,300 Wyona Street Brooklyn 11207,-73.892928,40.671444,Handicap,"[13, 3]"
1396,MANHATTAN,A,K'Hal Adath Jeshurun,M0300,90 Bennett Avenue New York 10033,-73.935466,40.853103,Voter,"[81, 37, 19, 82]"
1397,MANHATTAN,A,K'Hal Adath Jeshurun,M0300,90 Bennett Avenue New York 10033,-73.935466,40.853103,Handicap,"[81, 37, 19, 82]"
1398,MANHATTAN,A,Jackie Robinson Complex,M0064,1573 Madison Avenue New York 10029,-73.949097,40.793907,Voter,"[28, 103, 98, 33, 31, 32, 30, 104, 101, 114, 95]"
1399,MANHATTAN,A,Jackie Robinson Complex,M0064,Madison Avenue New York 10029,-73.6645706,40.6023358,Handicap,"[28, 103, 98, 33, 31, 32, 30, 104, 101, 114, 95]"
1400,MANHATTAN,A,Stuyvesant Town II,M0002,10 Stuyvesant Oval New York 10009,-73.97645,40.730702,Voter,"[43, 42]"
1401,MANHATTAN,A,Stuyvesant Town II,M0002,10 Stuyvesant Oval New York 10009,-73.97645,40.730702,Handicap,"[43, 42]"
1402,BROOKLYN,A,PS 230,B0001,1 Albemarle Road Brooklyn 11218,-73.980424,40.64526,Voter,"[10, 16, 15, 46, 14, 89]"
1403,BROOKLYN,A,PS 230,B0001,To left of main entrance on Dahill Road Brooklyn 11218,-73.97,40.65,Handicap,"[10, 16, 15, 46, 14, 89]"
1404,QUEENS,A,JHS 8-Richard S. Grossley,Q0012,108-35 167 Street Jamaica 11433,-73.786932,40.697092,Voter,"[79, 40, 41, 20, 19, 70, 18, 74]"
1405,QUEENS,A,JHS 8-Richard S. Grossley,Q0012,108-35 167 Street Jamaica 11433,-73.786932,40.697092,Handicap,"[79, 40, 41, 20, 19, 70, 18, 74]"
1406,MANHATTAN,A,PS 46,M0160,2987 8 Avenue New York 10039,-73.935885,40.831491,Voter,"[90, 89, 91]"
1407,MANHATTAN,A,PS 46,M0160,Off of 8th Avenue (Side Entrance Walkway) New York 10039,-73.924205,40.826379,Handicap,"[90, 89, 91]"
1408,BRONX,A,PS 229 Roland Patterson,X0108,275 Harlem River Park Bridge Bronx 10453,-73.923,40.85153,Voter,"[28, 27, 29, 25, 30]"
1409,BRONX,A,PS 229 Roland Patterson,X0108,Lower Ent next to Main Steps; Take elevator to 2nd Flr Bronx 10453,,,Handicap,"[28, 27, 29, 25, 30]"
1410,MANHATTAN,A,PS 59,11457,233 East 56 Street New York 10022,-73.96198,40.75545,Voter,"[16, 20, 21, 18, 19, 22, 23, 25, 26, 42, 46, 45, 92, 91]"
1411,MANHATTAN,A,PS 59,11457,233 E. 56 St. (Gated Ent. Closer to 3rd Ave) New York 10022,-73.96198,40.75545,Handicap,"[16, 20, 21, 18, 19, 22, 23, 25, 26, 42, 46, 45, 92, 91]"
1412,BROOKLYN,A,Marien Heim Community Center,B0357,870 Ocean Parkway Brooklyn 11230,-73.971549,40.627186,Voter,"[67, 67, 25]"
1413,BROOKLYN,A,Marien Heim Community Center,B0357,870 Ocean Pkwy Brooklyn 11230,-73.971549,40.627186,Handicap,"[67, 67, 25]"
1414,BROOKLYN,A,PS 92,B0291,601 Parkside Avenue Brooklyn 11226,-73.954114,40.656129,Voter,"[6, 27, 3, 7, 8, 25, 4]"
1415,BROOKLYN,A,PS 92,B0291,Entrance in back of the building Brooklyn 11226,-73.96,40.65,Handicap,"[6, 27, 3, 7, 8, 25, 4]"
1416,QUEENS,A,PS 146-Howard Beach,Q0307,98-01 159 Avenue Howard Beach 11414,-73.834614,40.66011,Voter,"[51, 50, 52, 49]"
1417,QUEENS,A,PS 146-Howard Beach,Q0307,Side Entrance on 99th Street Howard Beach 11414,-73.84,40.66,Handicap,"[51, 50, 52, 49]"
1418,QUEENS,A,IS 227,10134,32-02 Junction Boulevard East Elmhurst 11369,-73.874702,40.758382,Voter,"[19, 12, 20, 21]"
1419,QUEENS,A,IS 227,10134,Side Entrance on Junction Boulevard (Left of Main Entrance) East Elmhurst 11369,-73.87,40.77,Handicap,"[19, 12, 20, 21]"
1420,QUEENS,A,Ravenswood Community Center,Q0155,35-40 21 Street Astoria 11106,-73.936701,40.760486,Voter,"[7, 8, 9]"
1421,QUEENS,A,Ravenswood Community Center,Q0155,35-40 21 Street Astoria 11106,-73.936701,40.760486,Handicap,"[7, 8, 9]"
1422,MANHATTAN,A,Southbridge Tower II,11399,66 Frankfort Street New York 10038,-74.003195,40.708924,Voter,"[65, 87, 7, 8, 6, 100]"
1423,MANHATTAN,A,Southbridge Tower II,11399,66 Frankfort St New York 10038,-74.003195,40.708924,Handicap,"[65, 87, 7, 8, 6, 100]"
1424,STATEN IS,A,Cichon Post,S0017,100 Innis Street Staten Island 10302,-74.1443,40.634217,Voter,"[24, 25, 22]"
